source_row_number,legajo_canonico,row_kind,raw_ubicacion,raw_concesion,raw_manzana,raw_parcela,source_component_profile,source_component_count,source_ncp_derived,source_ncp_derivation_status,match_method,match_count,confidence,reason,parcela_id,ncp,ncp_formatted,ncp_format_status,sec,gru,nmanz,nparc,lon,lat,auto_lon,auto_lat,geolocation_source,admin_override_reason,admin_override_updated_at,postal_address_available,cadastral_reference_available,dual_verification_ready,address_query,address_geocode_status,address_match_name,address_lon,address_lat,address_vs_auto_cadastral_distance_m,address_vs_cadastral_distance_m,auto_location_verification_status,location_verification_status
65,62,detail,Alberdi s/Nº,327,5,1,gru+manz+parc,3,0100010123270005--001--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,33748,0100010123270005--001--,0100010123270005--001--,matches_source_ncp,12,327,5,1,-58.16326041,-32.23081805,-58.16326041,-32.23081805,automatic,,,yes,yes,no,"Alberdi º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
67,64,detail,Bolívar N° 1104 y 1106 esq. Conte Grand,,373,21,manz+parc,2,0100010000000373--021--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,37088,0100010000000373--021--,0100010000000373--021--,matches_source_ncp,0,0,373,21,-58.15349524,-32.22991739,-58.15349524,-32.22991739,automatic,,,yes,yes,yes,"Bolívar 1104, Colón",matched_ign,"BOLIVAR 1104, Colón, Entre Ríos",-58.15348740,-32.22976921,16.49,16.49,verified_close,verified_close
68,65,detail,Angel Elías s/N°,111,4,1,gru+manz+parc,3,0100010151110004--001--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,35065,0100010151110004--001--,0100010151110004--001--,matches_source_ncp,15,111,4,1,-58.20591840,-32.26652187,-58.20591840,-32.26652187,automatic,,,yes,yes,no,"Angel Elías °, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
69,66,detail,Calle Pùblica s/Nº,223,2,11,gru+manz+parc,3,0100010162230002--011--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,36286,0100010162230002--011--,0100010162230002--011--,matches_source_ncp,16,223,2,11,-58.18497283,-32.25594370,-58.18497283,-32.25594370,automatic,,,yes,yes,no,"Calle Pùblica º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
70,67,detail,Laprida N° 123,,169,2,manz+parc,2,0100010000000169--002--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,29316,0100010000000169--002--,0100010000000169--002--,matches_source_ncp,0,0,169,2,-58.13591471,-32.22187259,-58.13591471,-32.22187259,automatic,,,yes,yes,yes,"Laprida 123, Colón",matched_ign,"LAPRIDA 123, Colón, Entre Ríos",-58.13574308,-32.22179205,18.46,18.46,verified_close,verified_close
71,68,detail,Calle Pública s/N°,341,1,7,gru+manz+parc,3,0100010063410001--007--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,36473,0100010063410001--007--,0100010063410001--007--,matches_source_ncp,6,341,1,7,-58.16075269,-32.21598941,-58.16075269,-32.21598941,automatic,,,yes,yes,no,"Calle Pública °, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
72,69,detail,"12 de Abril N° 432, 434",,115,11,manz+parc,2,0100010000000115--011--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,28684,0100010000000115--011--,0100010000000115--011--,matches_source_ncp,0,0,115,11,-58.14097238,-32.22349216,-58.14097238,-32.22349216,automatic,,,yes,yes,yes,"12 de Abril 432, Colón",matched_ign,"12 DE ABRIL 432, Colón, Entre Ríos",-58.14105120,-32.22328686,24.00,24.00,verified_close,verified_close
73,70,detail,Calle Pública s/N°,225,7,1,gru+manz+parc,3,0100010112250007--001--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,36255,0100010112250007--001--,0100010112250007--001--,matches_source_ncp,11,225,7,1,-58.18733350,-32.24750235,-58.18733350,-32.24750235,automatic,,,yes,yes,no,"Calle Pública °, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
74,71,detail,12 de Abril N° 779 y 783,,21,7,manz+parc,2,,ambiguous_source_components,manz_parc,3,low,ambiguous_match_by_manz_parc,27645,0100010000000021--007--,0100010000000021--007--,matches_source_ncp,0,0,21,7,-58.14671356,-32.22698928,-58.14671356,-32.22698928,automatic,,,yes,yes,no,"12 de Abril 779, Colón",matched_ign,"12 DE ABRIL 779, Colón, Entre Ríos",-58.14645960,-32.22721982,35.04,35.04,verified_close,verified_close
76,73,detail,Calle Pública s/N° (prolongación Calle Alberdi),327,6,3,gru+manz+parc,3,0100010123270006--003--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,33754,0100010123270006--003--,0100010123270006--003--,matches_source_ncp,12,327,6,3,-58.16452906,-32.23152360,-58.16452906,-32.23152360,automatic,,,yes,yes,no,"Calle Pública ° prolongación Calle Alberdi, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
77,74,detail,Alvear N° 154,,67,7,manz+parc,2,0100010000000067--007--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,29017,0100010000000067--007--,0100010000000067--007--,matches_source_ncp,0,0,67,7,-58.14584976,-32.22274695,-58.14584976,-32.22274695,automatic,,,yes,yes,yes,"Alvear 154, Colón",matched_ign,"GRL ALVEAR 154, Colón, Entre Ríos",-58.14561638,-32.22278613,22.38,22.38,verified_close,verified_close
78,75,detail,Noailles Nº 706,,32,20,manz+parc,2,0100010000000032--020--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,27108,0100010000000032--020--,0100010000000032--020--,matches_source_ncp,0,0,32,20,-58.14344094,-32.22816113,-58.14344094,-32.22816113,automatic,,,yes,yes,yes,"Noailles 706, Colón",matched_ign,"GRL NOAILLES 706, Colón, Entre Ríos",-58.14345050,-32.22801994,15.73,15.73,verified_close,verified_close
79,76,detail,Noailles Nº 185,,18,10,manz+parc,2,,ambiguous_source_components,manz_parc,2,low,ambiguous_match_by_manz_parc,28298,0100010000000018--010--,0100010000000018--010--,matches_source_ncp,0,0,18,10,-58.14890743,-32.22487581,-58.14890743,-32.22487581,automatic,,,yes,yes,no,"Noailles 185, Colón",matched_ign,"GRL NOAILLES 185, Colón, Entre Ríos",-58.13512827,-32.22199203,1335.26,1335.26,review_large_gap,review_large_gap
80,77,detail,Bvard. Ferrari Nº 1235,27,311,16,gru+manz+parc,3,0100011020270311--016--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,36397,0100011020270311--016--,0100011020270311--016--,matches_source_ncp,102,27,311,16,-58.14993803,-32.23725058,-58.14993803,-32.23725058,automatic,,,yes,yes,yes,"Boulevard Ferrari 1235, Colón",matched_ign,"BV FERRARI 1235, Colón, Entre Ríos",-58.14968749,-32.23748057,34.77,34.77,verified_close,verified_close
81,78,detail,"Ruta Nº 130, km ..",365,,6,gru+parc,2,0100010063650000--006--,derived_from_source_gru_parc,gru_parc,1,medium,unique_match_by_gru_parc,33089,0100010063650000--006--,0100010063650000--006--,matches_source_ncp,6,365,0,6,-58.15392155,-32.21383034,-58.15392155,-32.21383034,automatic,,,yes,yes,no,"Ruta 130, km ., Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
82,79,detail,"San Martín N° 354, 356, y Maipú N° 48",,129,1,manz+parc,2,0100010000000129--001--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,29355,0100010000000129--001--,0100010000000129--001--,matches_source_ncp,0,0,129,1,-58.14037529,-32.22177333,-58.14037529,-32.22177333,automatic,,,yes,yes,yes,"San Martín 354, Colón",matched_ign,"AV SAN MARTIN 354, Colón, Entre Ríos",-58.14034820,-32.22161159,18.16,18.16,verified_close,verified_close
83,80,detail,Castelli N° 511,9584,555,19,gru+manz+parc,3,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Castelli 511, Colón",matched_ign,"JUAN JOSE CASTELLI 511, Colón, Entre Ríos",-58.13808896,-32.23321285,,,missing_cadastral_point,missing_cadastral_point
84,81,detail,Laprida N° 265,,166,3,manz+parc,2,0100010000000166--003--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,28469,0100010000000166--003--,0100010000000166--003--,matches_source_ncp,0,0,166,3,-58.13392539,-32.22400696,-58.13392539,-32.22400696,automatic,,,yes,yes,yes,"Laprida 265, Colón",matched_ign,"LAPRIDA 265, Colón, Entre Ríos",-58.13372213,-32.22386064,25.11,25.11,verified_close,verified_close
85,82,detail,Conte Grand Nº 529,49,410,17,gru+manz+parc,3,0100011010490410--017--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,35923,0100011010490410--017--,0100011010490410--017--,matches_source_ncp,101,49,410,17,-58.15949598,-32.22331183,-58.15949598,-32.22331183,automatic,,,yes,yes,yes,"Conte Grand 529, Colón",matched_ign,"J CONTE GRAND 529, Colón, Entre Ríos",-58.15960818,-32.22345406,19.01,19.01,verified_close,verified_close
86,83,detail,Federico Leloir s/N°,354,,41,gru+parc,2,0100010063540000--041--,derived_from_source_gru_parc,gru_parc,1,medium,unique_match_by_gru_parc,33390,0100010063540000--041--,0100010063540000--041--,matches_source_ncp,6,354,0,41,-58.15981769,-32.21162503,-58.15981769,-32.21162503,automatic,,,yes,yes,no,"Federico Leloir °, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
87,84,detail,Espinillo N° 1275,355,1,10,gru+manz+parc,3,0100010063550001--010--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,33046,0100010063550001--010--,0100010063550001--010--,matches_source_ncp,6,355,1,10,-58.16072278,-32.20814882,-58.16072278,-32.20814882,automatic,,,yes,yes,no,"Espinillo 1275, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
88,85,detail,9 de Julio Nº 363,,688,11,manz+parc,2,0100010000000688--011--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,30882,0100010000000688--011--,0100010000000688--011--,matches_source_ncp,0,0,688,11,-58.14560226,-32.21744157,-58.14560226,-32.21744157,automatic,,,yes,yes,yes,"9 de Julio 363, Colón",matched_ign,"9 DE JULIO 363, Colón, Entre Ríos",-58.14576400,-32.21762165,25.15,25.15,verified_close,verified_close
89,86,detail,Noailles N° 1202,28,340,13,gru+manz+parc,3,0100011020280340--013--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,25335,0100011020280340--013--,0100011020280340--013--,matches_source_ncp,102,28,340,13,-58.15174078,-32.23493937,-58.15174078,-32.23493937,automatic,,,yes,yes,yes,"Noailles 1202, Colón",matched_ign,"GRL NOAILLES 1202, Colón, Entre Ríos",-58.15242541,-32.23445472,83.97,83.97,verified_nearby,verified_nearby
90,87,detail,Alberdi Nº 960,,458,1,manz+parc,2,0100010000000458--001--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,28011,0100010000000458--001--,0100010000000458--001--,matches_source_ncp,0,0,458,1,-58.15292508,-32.22628208,-58.15292508,-32.22628208,automatic,,,yes,yes,yes,"Alberdi 960, Colón",matched_ign,"ALBERDI 960, Colón, Entre Ríos",-58.15314728,-32.22582234,55.23,55.23,verified_close,verified_close
91,88,detail,Monteagudo N° 68,,23,10,manz+parc,2,0100010000000023--010--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,27172,0100010000000023--010--,0100010000000023--010--,matches_source_ncp,0,0,23,10,-58.14599186,-32.22806752,-58.14599186,-32.22806752,automatic,,,yes,yes,yes,"Monteagudo 68, Colón",matched_ign,"MONTEAGUDO 68, Colón, Entre Ríos",-58.14614106,-32.22815627,17.16,17.16,verified_close,verified_close
92,89,detail,Los Charrúas s/Nº - San Juan I,,13,7,manz+parc,2,,ambiguous_source_components,manz_parc,4,low,ambiguous_match_by_manz_parc,28608,0100010000000013--007--,0100010000000013--007--,matches_source_ncp,0,0,13,7,-58.15086937,-32.22386737,-58.15086937,-32.22386737,automatic,,,yes,yes,no,"Los Charrúas º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
93,90,detail,F. Creppy Nº 469 esq. Juan Villalba N° 744,,561,27,manz+parc,2,0100010000000561--027--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,30157,0100010000000561--027--,0100010000000561--027--,matches_source_ncp,0,0,561,27,-58.15260482,-32.21981711,-58.15260482,-32.21981711,automatic,,,yes,yes,yes,"Creppy 469, Colón",matched_ign,"FRANCISCO CREPPY 469, Colón, Entre Ríos",-58.15271185,-32.21998526,21.24,21.24,verified_close,verified_close
94,91,detail,"Lantelme Nº 321, 323 e/ Mitre y Bvard Ferrari",16,290,1,gru+manz+parc,3,0100011020160290--001--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,32853,0100011020160290--001--,0100011020160290--001--,matches_source_ncp,102,16,290,1,-58.15069174,-32.23732631,-58.15069174,-32.23732631,automatic,,,yes,yes,yes,"Lantelme 321, Colón",matched_ign,"LANTELME 321, Colón, Entre Ríos",-58.15036268,-32.23725068,32.07,32.07,verified_close,verified_close
95,92,detail,Los Cardos s/Nº e/ Brovatti y Calle Pública,272,,3,gru+parc,2,0100010052720000--003--,derived_from_source_gru_parc,gru_parc,1,medium,unique_match_by_gru_parc,29515,0100010052720000--003--,0100010052720000--003--,matches_source_ncp,5,272,0,3,-58.18161223,-32.22470432,-58.18161223,-32.22470432,automatic,,,yes,yes,no,"Los Cardos º e/ Brovatti y Calle Pública, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
96,93,detail,"Laprida Nº 118, 124",,188,12,manz+parc,2,0100010000000188--012--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,29391,0100010000000188--012--,0100010000000188--012--,matches_source_ncp,0,0,188,12,-58.13546272,-32.22166860,-58.13546272,-32.22166860,automatic,,,yes,yes,yes,"Laprida 118, Colón",matched_ign,"LAPRIDA 118, Colón, Entre Ríos",-58.13581469,-32.22172079,33.61,33.61,verified_close,verified_close
97,94,detail,Gouchòn Nº 636 y 672,,47,19,manz+parc,2,0100010000000047--019--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,28570,0100010000000047--019--,0100010000000047--019--,matches_source_ncp,0,0,47,19,-58.14661626,-32.22397950,-58.14661626,-32.22397950,automatic,,,yes,yes,yes,"Gouchòn 636, Colón",matched_ign,"EMILIO GOUCHON 636, Colón, Entre Ríos",-58.14618429,-32.22327399,88.35,88.35,verified_nearby,verified_nearby
98,95,detail,"Alberdi N° 1218, 1224",,322,3,manz+parc,2,0100010000000322--003--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,26717,0100010000000322--003--,0100010000000322--003--,matches_source_ncp,0,0,322,3,-58.15780142,-32.22942903,-58.15780142,-32.22942903,automatic,,,yes,yes,yes,"Alberdi 1218, Colón",matched_ign,"ALBERDI 1218, Colón, Entre Ríos",-58.15759616,-32.22902424,48.98,48.98,verified_close,verified_close
99,96,detail,San Martín N° 1038,,427,15,manz+parc,2,0100010000000427--015--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,26482,0100010000000427--015--,0100010000000427--015--,matches_source_ncp,0,0,427,15,-58.15145039,-32.22978568,-58.15145039,-32.22978568,automatic,,,yes,yes,yes,"San Martín 1038, Colón",matched_ign,"AV SAN MARTIN 1038, Colón, Entre Ríos",-58.15162545,-32.22969794,19.14,19.14,verified_close,verified_close
100,97,detail,Madres y Abuelas de Plaza de Mayo s/N°,341,1,3,gru+manz+parc,3,0100010063410001--003--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,36428,0100010063410001--003--,0100010063410001--003--,matches_source_ncp,6,341,1,3,-58.16033219,-32.21567594,-58.16033219,-32.21567594,automatic,,,yes,yes,no,"Madres y Abuelas de Plaza de Mayo °, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
101,98,detail,Primeros Colonos s/N°,331,5,3,gru+manz+parc,3,0100010063310005--003--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,36061,0100010063310005--003--,0100010063310005--003--,matches_source_ncp,6,331,5,3,-58.17164852,-32.20916405,-58.17164852,-32.20916405,automatic,,,yes,yes,no,"Primeros Colonos °, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
102,99,detail,Martín Reibel N° 411,,112,8,manz+parc,2,0100010000000112--008--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,28087,0100010000000112--008--,0100010000000112--008--,matches_source_ncp,0,0,112,8,-58.13844945,-32.22540535,-58.13844945,-32.22540535,automatic,,,yes,yes,yes,"Martín Reibel 411, Colón",matched_ign,"MARTIN REIBEL 411, Colón, Entre Ríos",-58.13820734,-32.22550195,25.18,25.18,verified_close,verified_close
103,100,detail,Calle Privada s/Nº - Los Bretes,3,2,1,gru+manz+parc,3,0100010170030002--001--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,33187,0100010170030002--001--,0100010170030002--001--,matches_source_ncp,17,3,2,1,-58.13571270,-32.24488486,-58.13571270,-32.24488486,automatic,,,yes,yes,no,"Calle Privada º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
104,101,detail,Piamonte N° 332 e/ Mitre y Ferrari,,311,12,manz+parc,2,0100011020270311--012--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,34750,0100011020270311--012--,0100011020270311--012--,matches_source_ncp,102,27,311,12,-58.15015337,-32.23717489,-58.15015337,-32.23717489,automatic,,,yes,yes,yes,"Ferrari 332, Colón",matched_ign,"BV FERRARI 332, Colón, Entre Ríos",-58.13463887,-32.22667116,1869.13,1869.13,review_large_gap,review_large_gap
105,102,detail,Andrade N° 266,,138,15,manz+parc,2,0100010000000138--015--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,28056,0100010000000138--015--,0100010000000138--015--,matches_source_ncp,0,0,138,15,-58.13613959,-32.22549388,-58.13613959,-32.22549388,automatic,,,yes,yes,yes,"Andrade 266, Colón",matched_ign,"OLEGARIO V ANDRADE 266, Colón, Entre Ríos",-58.13623989,-32.22567862,22.60,22.60,verified_close,verified_close
106,103,detail,Calle Privada s/Nº - Los Bretes,3,1,11,gru+manz+parc,3,0100010170030001--011--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,33179,0100010170030001--011--,0100010170030001--011--,matches_source_ncp,17,3,1,11,-58.13125724,-32.24208735,-58.13125724,-32.24208735,automatic,,,yes,yes,no,"Calle Privada º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
107,104,detail,Chacabuco Nº 255,,153,2,manz+parc,2,0100010000000153--002--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,30739,0100010000000153--002--,0100010000000153--002--,matches_source_ncp,0,0,153,2,-58.14141762,-32.21821454,-58.14141762,-32.21821454,automatic,,,yes,yes,yes,"Chacabuco 255, Colón",matched_ign,"CHACABUCO 255, Colón, Entre Ríos",-58.14085904,-32.21824756,52.68,52.68,verified_close,verified_close
108,105,detail,Isabel Ortega s/N°,354,4,9,gru+manz+parc,3,0100010063540004--009--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,37120,0100010063540004--009--,0100010063540004--009--,matches_source_ncp,6,354,4,9,-58.16038875,-32.21267180,-58.16038875,-32.21267180,automatic,,,yes,yes,no,"Isabel Ortega °, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
109,106,detail,Calle Algarrobo s/N°,292,,25,gru+parc,2,0100010112920000--025--,derived_from_source_gru_parc,gru_parc,1,medium,unique_match_by_gru_parc,36987,0100010112920000--025--,0100010112920000--025--,matches_source_ncp,11,292,0,25,-58.17264104,-32.22915323,-58.17264104,-32.22915323,automatic,,,yes,yes,no,"Calle Algarrobo °, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
110,107,detail,Andrade Nº 377,,687,3,manz+parc,2,0100010000000687--003--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,27439,0100010000000687--003--,0100010000000687--003--,matches_source_ncp,0,0,687,3,-58.13492907,-32.22743851,-58.13492907,-32.22743851,automatic,,,yes,yes,yes,"Andrade 377, Colón",matched_ign,"OLEGARIO V ANDRADE 377, Colón, Entre Ríos",-58.13466543,-32.22740745,25.04,25.04,verified_close,verified_close
111,108,detail,Monteagudo Nº 298,,27,8,manz+parc,2,0100010000000027--008--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,25969,0100010000000027--008--,0100010000000027--008--,matches_source_ncp,0,0,27,8,-58.14291992,-32.23109869,-58.14291992,-32.23109869,automatic,,,yes,yes,yes,"Monteagudo 298, Colón",matched_ign,"MONTEAGUDO 298, Colón, Entre Ríos",-58.14294664,-32.23132942,25.78,25.78,verified_close,verified_close
112,109,detail,Juan Manuel de Rosas s/Nº,274,0,15,gru+manz+parc,3,0100010052740000--015--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,36671,0100010052740000--015--,0100010052740000--015--,matches_source_ncp,5,274,0,15,-58.18553880,-32.21822391,-58.18553880,-32.21822391,automatic,,,yes,yes,no,"Juan Manuel de Rosas º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
113,110,detail,Salta N° 331,,43,14,manz+parc,2,0100010000000043--014--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,29803,0100010000000043--014--,0100010000000043--014--,matches_source_ncp,0,0,43,14,-58.14959583,-32.22126971,-58.14959583,-32.22126971,automatic,,,yes,yes,yes,"Salta 331, Colón",matched_ign,"SALTA 331, Colón, Entre Ríos",-58.14982148,-32.22147172,30.91,30.91,verified_close,verified_close
114,111,detail,M. Moreno N° 1119,,370,9,manz+parc,2,0100010000000370--009--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,32178,0100010000000370--009--,0100010000000370--009--,matches_source_ncp,0,0,370,9,-58.15151335,-32.23226086,-58.15151335,-32.23226086,automatic,,,yes,yes,yes,"Mariano Moreno 1119, Colón",matched_ign,"MARIANO MORENO 1119, Colón, Entre Ríos",-58.15123507,-32.23242130,31.68,31.68,verified_close,verified_close
115,112,detail,Sourigues N° 166,,98,4,manz+parc,2,0100010000000098--004--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,33963,0100010000000098--004--,0100010000000098--004--,matches_source_ncp,0,0,98,4,-58.14404338,-32.22120948,-58.14404338,-32.22120948,automatic,,,yes,yes,yes,"Sourigues 166, Colón",matched_ign,"SOURIGUES 166, Colón, Entre Ríos",-58.14371893,-32.22112105,32.07,32.07,verified_close,verified_close
116,113,detail,Chañar esq Carlos Saavedra Lamas S/Nº,355,8,8,gru+manz+parc,3,0100010063550008--008--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,33078,0100010063550008--008--,0100010063550008--008--,matches_source_ncp,6,355,8,8,-58.16122374,-32.20988546,-58.16122374,-32.20988546,automatic,,,yes,yes,no,"Chañar esq Carlos Saavedra Lamas º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
117,114,detail,Ramírez Nº 421,,544,15,manz+parc,2,0100010000000544--015--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,29719,0100010000000544--015--,0100010000000544--015--,matches_source_ncp,0,0,544,15,-58.15271323,-32.22109503,-58.15271323,-32.22109503,automatic,,,yes,yes,yes,"Ramírez 421, Colón",matched_ign,"RAMIREZ 421, Colón, Entre Ríos",-58.15290761,-32.22134012,32.82,32.82,verified_close,verified_close
118,115,detail,Calle Privada s/N° - Los Bretes,3,7,24,gru+manz+parc,3,0100010170030007--024--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,36244,0100010170030007--024--,0100010170030007--024--,matches_source_ncp,17,3,7,24,-58.13026642,-32.24468388,-58.13026642,-32.24468388,automatic,,,yes,yes,no,"Calle Privada °, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
119,116,detail,Lote interno,291,44,6,gru+manz+parc,3,0100010000000044--006--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,31962,0100010000000044--006--,0100010000000044--006--,matches_source_ncp,0,0,44,6,-58.14840643,-32.22212352,-58.14840643,-32.22212352,automatic,,,yes,yes,no,"Lote interno, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
120,117,detail,Calle Alberdi s/Nº esq. Brovatti,291,,4,gru+parc,2,0100010112910000--004--,derived_from_source_gru_parc,gru_parc,1,medium,unique_match_by_gru_parc,25813,0100010112910000--004--,0100010112910000--004--,matches_source_ncp,11,291,0,4,-58.17507078,-32.23480687,-58.17507078,-32.23480687,automatic,,,yes,yes,no,"Calle Alberdi º esq. Brovatti, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
121,118,detail,Artigas s/Nº,,684,,manz,1,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Artigas º, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
122,119,detail,Karai Yamandú s/N°,292,,21,gru+parc,2,0100010112920000--021--,derived_from_source_gru_parc,gru_parc,1,medium,unique_match_by_gru_parc,36961,0100010112920000--021--,0100010112920000--021--,matches_source_ncp,11,292,0,21,-58.17313744,-32.22931426,-58.17313744,-32.22931426,automatic,,,yes,yes,no,"Karai Yamandú °, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
123,120,detail,Arrayane s/Nº,326,3,,gru+manz,2,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Arrayane º, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
124,121,detail,Chajá s/Nº,225,3,5,gru+manz+parc,3,0100010112250003--005--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,35333,0100010112250003--005--,0100010112250003--005--,matches_source_ncp,11,225,3,5,-58.18797918,-32.24829534,-58.18797918,-32.24829534,automatic,,,yes,yes,no,"Chajá º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
125,122,detail,Alvear Nº 21,,77,12,manz+parc,2,0100010000000077--012--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,28367,0100010000000077--012--,0100010000000077--012--,matches_source_ncp,0,0,77,12,-58.14355310,-32.22454477,-58.14355310,-32.22454477,automatic,,,yes,yes,yes,"Alvear 21, Colón",matched_ign,"GRL ALVEAR 21, Colón, Entre Ríos",-58.14372055,-32.22471491,24.62,24.62,verified_close,verified_close
126,123,detail,Juan Antonio Fernández s/Nº - San Juan I,111,10,1,gru+manz+parc,3,0100010151110010--001--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,35071,0100010151110010--001--,0100010151110010--001--,matches_source_ncp,15,111,10,1,-58.20770093,-32.26977181,-58.20770093,-32.26977181,automatic,,,yes,yes,no,"Juan Antonio Fernández º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
